txn_id,investor_id,amfi_code,transaction_date,amount,nav_at_purchase,units_allotted,transaction_type
1644,INV0053,101539,2024-03-18,5000,55.7641,89.6634,SIP
1645,INV0054,130503,2020-09-23,2000,75.8731,26.3598,SIP
1646,INV0054,130503,2020-10-23,2000,82.8582,24.1376,SIP
1647,INV0054,130503,2020-11-22,2000,107.6322,18.5818,SIP
1648,INV0054,130503,2020-12-22,2000,98.961,20.21,SIP
6289,INV0054,130503,2020-12-27,10000,67.4031,148.3611,Lumpsum
1649,INV0054,130503,2021-01-21,2000,65.9524,30.3249,SIP
1650,INV0054,130503,2021-02-20,2000,99.62,20.0763,SIP
1651,INV0054,130503,2021-03-22,2000,68.5737,29.1657,SIP
1652,INV0054,130503,2021-04-21,2000,64.7863,30.8707,SIP
1653,INV0054,130503,2021-05-21,2000,76.7992,26.0419,SIP
1654,INV0054,130503,2021-06-20,2000,93.1394,21.4732,SIP
1655,INV0054,130503,2021-07-20,2000,69.9045,28.6105,SIP
1656,INV0054,130503,2021-08-19,2000,65.6597,30.4601,SIP
1657,INV0054,130503,2021-09-18,2000,68.8193,29.0616,SIP
1658,INV0054,130503,2021-10-18,2000,105.1955,19.0122,SIP
1659,INV0054,130503,2021-11-17,2000,103.0374,19.4104,SIP
1660,INV0054,130503,2021-12-17,2000,102.8622,19.4435,SIP
1661,INV0054,130503,2022-01-16,2000,105.275,18.9979,SIP
6100,INV0054,101539,2022-09-08,250000,48.023,5205.8389,Lumpsum
1662,INV0055,100356,2019-10-20,5000,172.2172,29.0331,SIP
1663,INV0055,100356,2019-11-19,5000,187.1722,26.7134,SIP
1664,INV0055,100356,2019-12-19,5000,464.1733,10.7718,SIP
1665,INV0055,100356,2020-01-18,5000,206.2648,24.2407,SIP
1666,INV0055,100356,2020-02-17,5000,166.8317,29.9703,SIP
1667,INV0055,100356,2020-03-18,5000,209.24,23.896,SIP
1668,INV0055,100356,2020-04-17,5000,165.468,30.2173,SIP
1669,INV0055,100356,2020-05-17,5000,158.1498,31.6156,SIP
1670,INV0055,100356,2020-06-16,5000,181.5447,27.5414,SIP
1671,INV0055,100356,2020-07-16,5000,203.0522,24.6242,SIP
1672,INV0055,100356,2020-08-15,5000,183.5076,27.2468,SIP
6402,INV0055,107494,2020-09-05,100000,151.4718,660.1889,Lumpsum
1673,INV0055,100356,2020-09-14,5000,168.5381,29.6669,SIP
1674,INV0055,100356,2020-10-14,5000,161.2948,30.9991,SIP
1675,INV0055,100356,2020-11-13,5000,319.8997,15.6299,SIP
1676,INV0055,100356,2020-12-13,5000,313.7319,15.9372,SIP
1677,INV0055,100356,2021-01-12,5000,330.6147,15.1233,SIP
1678,INV0055,100356,2021-02-11,5000,275.0166,18.1807,SIP
1679,INV0055,100356,2021-03-13,5000,151.122,33.0859,SIP
1680,INV0055,100356,2021-04-12,5000,220.5354,22.6721,SIP
6446,INV0055,107494,2021-04-16,-100000,151.4718,-660.1889,Redemption
1681,INV0056,119551,2019-06-09,500,88.7142,5.6361,SIP
1682,INV0056,119551,2019-07-09,500,84.9803,5.8837,SIP
6165,INV0056,110478,2019-07-28,100000,130.885,764.0295,Lumpsum
1683,INV0056,119551,2019-08-08,500,145.0463,3.4472,SIP
1684,INV0056,119551,2019-09-07,500,86.3651,5.7894,SIP
1685,INV0056,119551,2019-10-07,500,177.7342,2.8132,SIP
1686,INV0056,119551,2019-11-06,500,82.3993,6.068,SIP
1687,INV0056,119551,2019-12-06,500,150.1895,3.3291,SIP
1688,INV0056,119551,2020-01-05,500,140.88,3.5491,SIP
1689,INV0056,119551,2020-02-04,500,85.0045,5.882,SIP
1690,INV0056,119551,2020-03-05,500,87.7759,5.6963,SIP
1691,INV0056,119551,2020-04-04,500,133.1839,3.7542,SIP
1692,INV0056,119551,2020-05-04,500,180.0649,2.7768,SIP
1693,INV0056,119551,2020-06-03,500,125.6201,3.9803,SIP
1694,INV0056,119551,2020-07-03,500,120.1994,4.1598,SIP
1695,INV0056,119551,2020-08-02,500,104.3374,4.7921,SIP
1696,INV0056,119551,2020-09-01,500,114.4476,4.3688,SIP
1697,INV0056,119551,2020-10-01,500,99.8428,5.0079,SIP
6067,INV0056,101539,2020-10-01,100000,67.6293,1478.649,Lumpsum
1698,INV0056,119551,2020-10-31,500,151.7553,3.2948,SIP
1699,INV0056,119551,2020-11-30,500,106.246,4.7061,SIP
1700,INV0056,119551,2020-12-30,500,101.3362,4.9341,SIP
1701,INV0056,119551,2021-01-29,500,101.0839,4.9464,SIP
1702,INV0056,119551,2021-02-28,500,156.5307,3.1943,SIP
1703,INV0056,119551,2021-03-30,500,95.6566,5.227,SIP
1704,INV0056,119551,2021-04-29,500,113.0926,4.4212,SIP
1705,INV0056,119551,2021-05-29,500,113.9931,4.3862,SIP
1706,INV0056,119551,2021-06-28,500,132.1609,3.7833,SIP
1707,INV0056,119551,2021-07-28,500,118.6923,4.2126,SIP
1708,INV0056,119551,2021-08-27,500,98.6334,5.0693,SIP
1709,INV0056,119551,2021-09-26,500,85.2962,5.8619,SIP
1710,INV0056,119551,2021-10-26,500,144.5051,3.4601,SIP
1711,INV0056,119551,2021-11-25,500,127.0629,3.9351,SIP
1712,INV0056,119551,2021-12-25,500,129.4391,3.8628,SIP
1713,INV0056,119551,2022-01-24,500,153.256,3.2625,SIP
1714,INV0056,119551,2022-02-23,500,92.3804,5.4124,SIP
1715,INV0056,119551,2022-03-25,500,193.1948,2.5881,SIP
1716,INV0056,119551,2022-04-24,500,103.5591,4.8282,SIP
1717,INV0056,119551,2022-05-24,500,188.3575,2.6545,SIP
1718,INV0056,119551,2022-06-23,500,118.4508,4.2212,SIP
1719,INV0056,119551,2022-07-23,500,102.0015,4.9019,SIP
6094,INV0056,116230,2023-10-25,100000,91.9163,1087.9463,Lumpsum
1720,INV0057,120503,2019-06-21,2000,255.5818,7.8253,SIP
1721,INV0057,120503,2019-07-21,2000,263.7851,7.5819,SIP
1722,INV0057,120503,2019-08-20,2000,289.9458,6.8978,SIP
1723,INV0057,120503,2019-09-19,2000,210.0636,9.5209,SIP
1724,INV0057,120503,2019-10-19,2000,164.3817,12.1668,SIP
1725,INV0057,120503,2019-11-18,2000,232.7063,8.5945,SIP
1726,INV0057,120503,2019-12-18,2000,171.3286,11.6735,SIP
1727,INV0057,120503,2020-01-17,2000,205.3521,9.7394,SIP
1728,INV0057,120503,2020-02-16,2000,246.9279,8.0995,SIP
1729,INV0057,120503,2020-03-17,2000,266.1749,7.5139,SIP
1730,INV0057,120503,2020-04-16,2000,208.6292,9.5864,SIP
1731,INV0057,120503,2020-05-16,2000,168.3861,11.8775,SIP
1732,INV0057,120503,2020-06-15,2000,247.0995,8.0939,SIP
1733,INV0057,120503,2020-07-15,2000,351.4786,5.6902,SIP
1734,INV0057,120503,2020-08-14,2000,333.7572,5.9924,SIP
1735,INV0057,120503,2020-09-13,2000,337.6492,5.9233,SIP
1736,INV0057,120503,2020-10-13,2000,341.7844,5.8516,SIP
1737,INV0057,120503,2020-11-12,2000,171.2741,11.6772,SIP
1738,INV0057,120503,2020-12-12,2000,337.8435,5.9199,SIP
1739,INV0057,120503,2021-01-11,2000,361.2556,5.5362,SIP
1740,INV0057,120503,2021-02-10,2000,354.7996,5.637,SIP
1741,INV0057,120503,2021-03-12,2000,172.4766,11.5958,SIP
1742,INV0057,120503,2021-04-11,2000,250.5387,7.9828,SIP
1743,INV0057,120503,2021-05-11,2000,339.3141,5.8942,SIP
1744,INV0057,120503,2021-06-10,2000,231.0312,8.6568,SIP
1745,INV0057,120503,2021-07-10,2000,201.2942,9.9357,SIP
1746,INV0057,120503,2021-08-09,2000,253.6607,7.8845,SIP
6263,INV0057,101305,2021-08-16,100000,54.6279,1830.5664,Lumpsum
1747,INV0057,120503,2021-09-08,2000,242.422,8.2501,SIP
1748,INV0057,120503,2021-10-08,2000,268.3228,7.4537,SIP
1749,INV0057,120503,2021-11-07,2000,299.2286,6.6839,SIP
1750,INV0057,120503,2021-12-07,2000,249.4346,8.0181,SIP
1751,INV0057,120503,2022-01-06,2000,215.8628,9.2651,SIP
6464,INV0057,101305,2022-01-07,-100000,54.6279,-1830.5664,Redemption
1752,INV0057,120503,2022-02-05,2000,173.098,11.5541,SIP
1753,INV0057,120503,2022-03-07,2000,311.5291,6.4199,SIP
1754,INV0057,120503,2022-04-06,2000,151.2566,13.2226,SIP
1755,INV0057,120503,2022-05-06,2000,344.7931,5.8006,SIP
1756,INV0057,120503,2022-06-05,2000,159.9539,12.5036,SIP
1757,INV0057,120503,2022-07-05,2000,230.204,8.6879,SIP
1758,INV0057,120503,2022-08-04,2000,349.1932,5.7275,SIP
1759,INV0057,120503,2022-09-03,2000,152.8719,13.0828,SIP
1760,INV0057,120503,2022-10-03,2000,295.1277,6.7767,SIP
1761,INV0057,120503,2022-11-02,2000,262.3221,7.6242,SIP
1762,INV0057,120503,2022-12-02,2000,351.709,5.6865,SIP
1763,INV0057,120503,2023-01-01,2000,189.7052,10.5427,SIP
1764,INV0057,120503,2023-01-31,2000,207.1404,9.6553,SIP
1765,INV0057,120503,2023-03-02,2000,171.5528,11.6582,SIP
1766,INV0057,120503,2023-04-01,2000,338.7862,5.9034,SIP
1767,INV0057,120503,2023-05-01,2000,240.8101,8.3053,SIP
6354,INV0058,125497,2020-03-13,25000,89.3844,279.6909,Lumpsum
1768,INV0058,103504,2020-09-18,1000,278.2525,3.5939,SIP
1769,INV0058,103504,2020-10-18,1000,318.0541,3.1441,SIP
1770,INV0058,103504,2020-11-17,1000,450.694,2.2188,SIP
1771,INV0058,103504,2020-12-17,1000,365.4228,2.7366,SIP
1772,INV0058,103504,2021-01-16,1000,158.0676,6.3264,SIP
1773,INV0058,103504,2021-02-15,1000,363.8804,2.7482,SIP
1774,INV0058,103504,2021-03-17,1000,176.0297,5.6809,SIP
1775,INV0058,103504,2021-04-16,1000,191.324,5.2267,SIP
1776,INV0058,103504,2021-05-16,1000,280.0488,3.5708,SIP
1777,INV0058,103504,2021-06-15,1000,336.1521,2.9748,SIP
1778,INV0058,103504,2021-07-15,1000,190.5418,5.2482,SIP
1779,INV0058,103504,2021-08-14,1000,157.8272,6.336,SIP
1780,INV0058,103504,2021-09-13,1000,197.289,5.0687,SIP
1781,INV0058,103504,2021-10-13,1000,479.4652,2.0857,SIP
1782,INV0058,103504,2021-11-12,1000,537.955,1.8589,SIP
1783,INV0058,103504,2021-12-12,1000,463.8847,2.1557,SIP
1784,INV0058,103504,2022-01-11,1000,475.7605,2.1019,SIP
6215,INV0058,100356,2022-02-09,10000,292.1501,34.229,Lumpsum
1785,INV0058,103504,2022-02-10,1000,203.7828,4.9072,SIP
1786,INV0059,100356,2020-02-13,5000,172.2172,29.0331,SIP
1787,INV0059,100356,2020-03-14,5000,187.1722,26.7134,SIP
1788,INV0059,100356,2020-04-13,5000,464.1733,10.7718,SIP
1789,INV0059,100356,2020-05-13,5000,206.2648,24.2407,SIP
1790,INV0059,100356,2020-06-12,5000,166.8317,29.9703,SIP
1791,INV0059,100356,2020-07-12,5000,209.24,23.896,SIP
1792,INV0059,100356,2020-08-11,5000,165.468,30.2173,SIP
1793,INV0059,100356,2020-09-10,5000,158.1498,31.6156,SIP
1794,INV0059,100356,2020-10-10,5000,181.5447,27.5414,SIP
1795,INV0059,100356,2020-11-09,5000,203.0522,24.6242,SIP
1796,INV0059,100356,2020-12-09,5000,183.5076,27.2468,SIP
1797,INV0059,100356,2021-01-08,5000,168.5381,29.6669,SIP
1798,INV0059,100356,2021-02-07,5000,161.2948,30.9991,SIP
1799,INV0059,100356,2021-03-09,5000,319.8997,15.6299,SIP
1800,INV0059,100356,2021-04-08,5000,313.7319,15.9372,SIP
1801,INV0059,100356,2021-05-08,5000,330.6147,15.1233,SIP
1802,INV0059,100356,2021-06-07,5000,275.0166,18.1807,SIP
1803,INV0059,100356,2021-07-07,5000,151.122,33.0859,SIP
1804,INV0059,100356,2021-08-06,5000,220.5354,22.6721,SIP
1805,INV0059,100356,2021-09-05,5000,285.0136,17.543,SIP
1806,INV0059,100356,2021-10-05,5000,267.1773,18.7142,SIP
1807,INV0059,100356,2021-11-04,5000,157.3051,31.7854,SIP
1808,INV0059,100356,2021-12-04,5000,215.357,23.2173,SIP
1809,INV0059,100356,2022-01-03,5000,261.6505,19.1095,SIP
1810,INV0059,100356,2022-02-02,5000,171.5822,29.1406,SIP
1811,INV0059,100356,2022-03-04,5000,168.8194,29.6174,SIP
1812,INV0059,100356,2022-04-03,5000,159.0421,31.4382,SIP
1813,INV0059,100356,2022-05-03,5000,220.1446,22.7123,SIP
1814,INV0059,100356,2022-06-02,5000,205.8197,24.2931,SIP
1815,INV0059,100356,2022-07-02,5000,445.7206,11.2178,SIP
1816,INV0059,100356,2022-08-01,5000,157.131,31.8206,SIP
1817,INV0059,100356,2022-08-31,5000,181.8469,27.4957,SIP
1818,INV0059,100356,2022-09-30,5000,163.2292,30.6318,SIP
1819,INV0059,100356,2022-10-30,5000,213.9009,23.3753,SIP
1820,INV0059,100356,2022-11-29,5000,150.8796,33.139,SIP
1821,INV0059,100356,2022-12-29,5000,272.7956,18.3287,SIP
1822,INV0059,100356,2023-01-28,5000,158.9041,31.4655,SIP
1823,INV0059,100356,2023-02-27,5000,176.0483,28.4013,SIP
1824,INV0059,100356,2023-03-29,5000,279.2128,17.9075,SIP
1825,INV0059,100356,2023-04-28,5000,141.0865,35.4393,SIP
1826,INV0059,100356,2023-05-28,5000,218.265,22.9079,SIP
1827,INV0059,100356,2023-06-27,5000,245.0216,20.4064,SIP
1828,INV0059,100356,2023-07-27,5000,322.0167,15.5271,SIP
1829,INV0060,119597,2019-10-24,2000,72.9505,27.4159,SIP
1830,INV0060,119597,2019-11-23,2000,76.3266,26.2032,SIP
1831,INV0060,119597,2019-12-23,2000,170.7258,11.7147,SIP
1832,INV0060,119597,2020-01-22,2000,78.3762,25.518,SIP
1833,INV0060,119597,2020-02-21,2000,60.4084,33.108,SIP
1834,INV0060,119597,2020-03-22,2000,79.2525,25.2358,SIP
1835,INV0060,119597,2020-04-21,2000,70.4721,28.38,SIP
1836,INV0060,119597,2020-05-21,2000,88.2593,22.6605,SIP
1837,INV0060,119597,2020-06-20,2000,80.2905,24.9095,SIP
1838,INV0060,119597,2020-07-20,2000,76.6486,26.0931,SIP
1839,INV0060,119597,2020-08-19,2000,89.8223,22.2662,SIP
1840,INV0060,119597,2020-09-18,2000,61.3427,32.6037,SIP
1841,INV0060,119597,2020-10-18,2000,80.3984,24.8761,SIP
6031,INV0060,130503,2020-10-25,10000,103.0374,97.0521,Lumpsum
1842,INV0060,119597,2020-11-17,2000,150.3711,13.3004,SIP
1843,INV0060,119597,2020-12-17,2000,133.2809,15.0059,SIP
1844,INV0060,119597,2021-01-16,2000,155.0723,12.8972,SIP
1845,INV0060,119597,2021-02-15,2000,125.7152,15.909,SIP
1846,INV0060,119597,2021-03-17,2000,81.71,24.4768,SIP
1847,INV0060,119597,2021-04-16,2000,113.2711,17.6568,SIP
1848,INV0060,119597,2021-05-16,2000,121.0801,16.518,SIP
1849,INV0060,119597,2021-06-15,2000,129.3401,15.4631,SIP
1850,INV0060,119597,2021-07-15,2000,75.4501,26.5076,SIP
1851,INV0060,119597,2021-08-14,2000,100.7413,19.8528,SIP
1852,INV0060,119597,2021-09-13,2000,121.7567,16.4262,SIP
1853,INV0060,119597,2021-10-13,2000,77.8832,25.6795,SIP
6173,INV0060,120503,2021-10-22,100000,149.1038,670.6737,Lumpsum
6052,INV0060,116230,2021-10-30,10000,75.3824,132.657,Lumpsum
1854,INV0060,119597,2021-11-12,2000,90.5546,22.0861,SIP
1855,INV0060,119597,2021-12-12,2000,76.3509,26.1948,SIP
1856,INV0060,119597,2022-01-11,2000,94.6926,21.121,SIP
1857,INV0060,119597,2022-02-10,2000,71.0299,28.1572,SIP
6423,INV0060,119551,2023-09-10,50000,139.7618,357.7515,Lumpsum
6196,INV0061,108467,2020-07-20,25000,52.0876,479.9607,Lumpsum
1858,INV0061,101305,2021-03-01,500,47.7705,10.4667,SIP
1859,INV0061,101305,2021-03-31,500,49.8614,10.0278,SIP
1860,INV0061,101305,2021-04-30,500,60.4278,8.2743,SIP
1861,INV0061,101305,2021-05-30,500,55.0041,9.0902,SIP
1862,INV0061,101305,2021-06-29,500,39.8072,12.5605,SIP
1863,INV0061,101305,2021-07-29,500,51.3834,9.7308,SIP
6353,INV0061,110478,2021-08-04,100000,105.2071,950.5062,Lumpsum
1864,INV0061,101305,2021-08-28,500,41.8539,11.9463,SIP
1865,INV0061,101305,2021-09-27,500,52.787,9.472,SIP
1866,INV0061,101305,2021-10-27,500,48.6515,10.2772,SIP
1867,INV0061,101305,2021-11-26,500,50.3244,9.9355,SIP
1868,INV0061,101305,2021-12-26,500,52.1317,9.5911,SIP
5946,INV0061,130503,2021-12-29,250000,57.6993,4332.8082,Lumpsum
6042,INV0061,116230,2021-12-31,100000,52.4885,1905.1792,Lumpsum
1869,INV0061,101305,2022-01-25,500,39.7082,12.5919,SIP
1870,INV0061,101305,2022-02-24,500,53.4472,9.355,SIP
1871,INV0061,101305,2022-03-26,500,55.5766,8.9966,SIP
1872,INV0061,101305,2022-04-25,500,57.6086,8.6793,SIP
1873,INV0061,101305,2022-05-25,500,53.8365,9.2874,SIP
1874,INV0061,101305,2022-06-24,500,58.3468,8.5695,SIP
1875,INV0061,101305,2022-07-24,500,47.8162,10.4567,SIP
1876,INV0061,101305,2022-08-23,500,54.8868,9.1097,SIP
1877,INV0061,101305,2022-09-22,500,55.6665,8.9821,SIP
1878,INV0061,101305,2022-10-22,500,58.6879,8.5196,SIP
1879,INV0061,101305,2022-11-21,500,44.3716,11.2685,SIP
1880,INV0061,101305,2022-12-21,500,55.1874,9.06,SIP
1881,INV0061,101305,2023-01-20,500,61.8506,8.084,SIP
1882,INV0061,101305,2023-02-19,500,52.8568,9.4595,SIP
1883,INV0061,101305,2023-03-21,500,50.1641,9.9673,SIP
1884,INV0061,101305,2023-04-20,500,52.9869,9.4363,SIP
1885,INV0061,101305,2023-05-20,500,55.8531,8.9521,SIP
1886,INV0061,101305,2023-06-19,500,52.6713,9.4928,SIP
1887,INV0061,101305,2023-07-19,500,60.654,8.2435,SIP
1888,INV0061,101305,2023-08-18,500,53.2761,9.3851,SIP
1889,INV0062,116230,2019-05-17,10000,50.5901,197.6671,SIP
5942,INV0062,110478,2019-05-30,50000,143.6711,348.0171,Lumpsum
1890,INV0062,116230,2019-06-16,10000,52.2108,191.5313,SIP
1891,INV0062,116230,2019-07-16,10000,97.7033,102.3507,SIP
1892,INV0062,116230,2019-08-15,10000,71.9679,138.9508,SIP
1893,INV0062,116230,2019-09-14,10000,53.0392,188.5398,SIP
1894,INV0062,116230,2019-10-14,10000,69.7436,143.3823,SIP
1895,INV0062,116230,2019-11-13,10000,45.4472,220.0356,SIP
1896,INV0062,116230,2019-12-13,10000,44.4852,224.7939,SIP
1897,INV0062,116230,2020-01-12,10000,51.5861,193.8507,SIP
1898,INV0062,116230,2020-02-11,10000,65.1312,153.5362,SIP
1899,INV0062,116230,2020-03-12,10000,44.4648,224.897,SIP
1900,INV0062,116230,2020-04-11,10000,53.098,188.331,SIP
1901,INV0063,118632,2019-12-15,2000,104.9349,19.0594,SIP
1902,INV0063,118632,2020-01-14,2000,115.9556,17.248,SIP
1903,INV0063,118632,2020-02-13,2000,90.1724,22.1797,SIP
1904,INV0063,118632,2020-03-14,2000,107.5303,18.5994,SIP
1905,INV0063,118632,2020-04-13,2000,85.8673,23.2918,SIP
1906,INV0063,118632,2020-05-13,2000,103.2877,19.3634,SIP
6115,INV0063,120841,2021-08-02,25000,207.7495,120.3372,Lumpsum
6219,INV0063,100033,2022-03-09,500000,130.2694,3838.1999,Lumpsum
6158,INV0064,100033,2019-05-29,100000,164.0804,609.4573,Lumpsum
6084,INV0064,107494,2019-09-12,250000,135.2686,1848.1747,Lumpsum
5993,INV0064,101305,2020-11-13,500000,59.0613,8465.7805,Lumpsum
1907,INV0064,101305,2020-12-06,1000,47.7705,20.9334,SIP
1908,INV0064,101305,2021-01-05,1000,49.8614,20.0556,SIP
1909,INV0064,101305,2021-02-04,1000,60.4278,16.5487,SIP
1910,INV0064,101305,2021-03-06,1000,55.0041,18.1805,SIP
1911,INV0064,101305,2021-04-05,1000,39.8072,25.1211,SIP
1912,INV0064,101305,2021-05-05,1000,51.3834,19.4615,SIP
1913,INV0064,101305,2021-06-04,1000,41.8539,23.8926,SIP
1914,INV0064,101305,2021-07-04,1000,52.787,18.9441,SIP
1915,INV0064,101305,2021-08-03,1000,48.6515,20.5544,SIP
1916,INV0064,101305,2021-09-02,1000,50.3244,19.8711,SIP
1917,INV0064,101305,2021-10-02,1000,52.1317,19.1822,SIP
1918,INV0064,101305,2021-11-01,1000,39.7082,25.1837,SIP
1919,INV0064,101305,2021-12-01,1000,53.4472,18.7101,SIP
1920,INV0064,101305,2021-12-31,1000,55.5766,17.9932,SIP
1921,INV0064,101305,2022-01-30,1000,57.6086,17.3585,SIP
1922,INV0064,101305,2022-03-01,1000,53.8365,18.5748,SIP
1923,INV0064,101305,2022-03-31,1000,58.3468,17.1389,SIP
1924,INV0064,101305,2022-04-30,1000,47.8162,20.9134,SIP
1925,INV0064,101305,2022-05-30,1000,54.8868,18.2193,SIP
1926,INV0064,101305,2022-06-29,1000,55.6665,17.9641,SIP
1927,INV0064,101305,2022-07-29,1000,58.6879,17.0393,SIP
1928,INV0064,101305,2022-08-28,1000,44.3716,22.5369,SIP
1929,INV0064,101305,2022-09-27,1000,55.1874,18.1201,SIP
1930,INV0064,101305,2022-10-27,1000,61.8506,16.168,SIP
1931,INV0064,101305,2022-11-26,1000,52.8568,18.919,SIP
1932,INV0064,101305,2022-12-26,1000,50.1641,19.9346,SIP
1933,INV0064,101305,2023-01-25,1000,52.9869,18.8726,SIP
1934,INV0064,101305,2023-02-24,1000,55.8531,17.9041,SIP
1935,INV0064,101305,2023-03-26,1000,52.6713,18.9857,SIP
1936,INV0064,101305,2023-04-25,1000,60.654,16.487,SIP
1937,INV0064,101305,2023-05-25,1000,53.2761,18.7701,SIP
6074,INV0064,108005,2023-05-25,25000,632.9139,39.4998,Lumpsum
1938,INV0064,101305,2023-06-24,1000,51.4323,19.443,SIP
1939,INV0064,101305,2023-07-24,1000,44.3504,22.5477,SIP
1940,INV0064,101305,2023-08-23,1000,54.9099,18.2117,SIP
1941,INV0064,101305,2023-09-22,1000,32.3174,30.9431,SIP
6452,INV0064,108005,2023-09-27,-25000,632.9139,-39.4998,Redemption
6343,INV0064,103504,2023-10-02,50000,206.127,242.5689,Lumpsum
1942,INV0064,101305,2023-10-22,1000,64.4078,15.5261,SIP
1943,INV0064,101305,2023-11-21,1000,39.564,25.2755,SIP
1944,INV0064,101305,2023-12-21,1000,55.4856,18.0227,SIP
1945,INV0064,101305,2024-01-20,1000,55.5942,17.9875,SIP
1946,INV0064,101305,2024-02-19,1000,31.6398,31.6058,SIP
1947,INV0064,101305,2024-03-20,1000,57.2354,17.4717,SIP
5969,INV0065,112090,2019-11-18,500000,189.8085,2634.234,Lumpsum
1948,INV0065,110478,2020-08-20,2000,133.1867,15.0165,SIP
1949,INV0065,110478,2020-09-19,2000,128.519,15.5619,SIP
6068,INV0065,110478,2020-10-17,25000,120.8189,206.9213,Lumpsum
1950,INV0065,110478,2020-10-19,2000,140.5048,14.2344,SIP
1951,INV0065,110478,2020-11-18,2000,147.495,13.5598,SIP
1952,INV0065,110478,2020-12-18,2000,114.0467,17.5367,SIP
1953,INV0065,110478,2021-01-17,2000,157.7373,12.6793,SIP
1954,INV0065,110478,2021-02-16,2000,106.1046,18.8493,SIP
1955,INV0065,110478,2021-03-18,2000,106.5288,18.7743,SIP
1956,INV0065,110478,2021-04-17,2000,129.5854,15.4338,SIP
1957,INV0065,110478,2021-05-17,2000,151.665,13.187,SIP
6258,INV0065,103504,2021-05-25,50000,559.2351,89.4078,Lumpsum
6421,INV0065,118701,2021-09-15,25000,151.6345,164.8701,Lumpsum
1958,INV0066,108005,2019-04-04,2000,653.3858,3.061,SIP
1959,INV0066,108005,2019-05-04,2000,725.56,2.7565,SIP
1960,INV0066,108005,2019-06-03,2000,661.2258,3.0247,SIP
1961,INV0066,108005,2019-07-03,2000,663.5964,3.0139,SIP
1962,INV0066,108005,2019-08-02,2000,262.778,7.611,SIP
1963,INV0066,108005,2019-09-01,2000,648.4413,3.0843,SIP
1964,INV0066,108005,2019-10-01,2000,268.0561,7.4611,SIP
1965,INV0066,108005,2019-10-31,2000,437.9,4.5673,SIP
1966,INV0066,108005,2019-11-30,2000,675.8537,2.9592,SIP
1967,INV0066,108005,2019-12-30,2000,618.1905,3.2352,SIP
6332,INV0066,108467,2021-01-11,500000,56.3483,8873.3822,Lumpsum
6275,INV0066,107494,2021-06-05,250000,152.0933,1643.7279,Lumpsum
6071,INV0066,125497,2021-07-16,10000,91.8055,108.9259,Lumpsum
6119,INV0066,119092,2021-10-02,500000,220.4145,2268.4533,Lumpsum
6457,INV0066,108467,2021-11-12,-500000,56.3483,-8873.3822,Redemption
6225,INV0066,116230,2024-01-13,500000,99.827,5008.665,Lumpsum
5985,INV0067,119551,2019-07-23,100000,208.407,479.8303,Lumpsum
1968,INV0067,100033,2019-08-31,1000,147.5249,6.7785,SIP
1969,INV0067,100033,2019-09-30,1000,155.5925,6.427,SIP
1970,INV0067,100033,2019-10-30,1000,174.6442,5.7259,SIP
1971,INV0067,100033,2019-11-29,1000,155.7239,6.4216,SIP
1972,INV0067,100033,2019-12-29,1000,92.7076,10.7866,SIP
1973,INV0067,100033,2020-01-28,1000,160.6184,6.2259,SIP
1974,INV0067,100033,2020-02-27,1000,115.519,8.6566,SIP
1975,INV0067,100033,2020-03-28,1000,112.5172,8.8875,SIP
1976,INV0067,100033,2020-04-27,1000,145.5974,6.8683,SIP
1977,INV0067,100033,2020-05-27,1000,163.0351,6.1336,SIP
1978,INV0067,100033,2020-06-26,1000,123.5792,8.092,SIP
1979,INV0067,100033,2020-07-26,1000,94.0056,10.6377,SIP
1980,INV0067,100033,2020-08-25,1000,121.9393,8.2008,SIP
1981,INV0067,100033,2020-09-24,1000,191.0394,5.2345,SIP
1982,INV0067,100033,2020-10-24,1000,162.808,6.1422,SIP
1983,INV0067,100033,2020-11-23,1000,183.8399,5.4395,SIP
1984,INV0067,100033,2020-12-23,1000,177.9453,5.6197,SIP
1985,INV0067,100033,2021-01-22,1000,115.1737,8.6825,SIP
1986,INV0067,100033,2021-02-21,1000,171.6205,5.8268,SIP
1987,INV0067,100033,2021-03-23,1000,183.2616,5.4567,SIP
1988,INV0067,100033,2021-04-22,1000,180.9505,5.5264,SIP
1989,INV0067,100033,2021-05-22,1000,123.2536,8.1134,SIP
1990,INV0067,100033,2021-06-21,1000,153.3379,6.5215,SIP
1991,INV0067,100033,2021-07-21,1000,179.0595,5.5847,SIP
1992,INV0067,100033,2021-08-20,1000,128.8576,7.7605,SIP
1993,INV0067,100033,2021-09-19,1000,114.3717,8.7434,SIP
1994,INV0067,100033,2021-10-19,1000,119.8154,8.3462,SIP
1995,INV0067,100033,2021-11-18,1000,160.0812,6.2468,SIP
6363,INV0067,119597,2021-12-10,50000,98.5515,507.3489,Lumpsum
1996,INV0067,100033,2021-12-18,1000,175.9726,5.6827,SIP
1997,INV0067,100033,2022-01-17,1000,168.4634,5.936,SIP
1998,INV0067,100033,2022-02-16,1000,120.4392,8.3029,SIP
1999,INV0067,100033,2022-03-18,1000,122.3891,8.1707,SIP
2000,INV0067,100033,2022-04-17,1000,119.4039,8.3749,SIP
2001,INV0067,100033,2022-05-17,1000,185.6842,5.3855,SIP
2002,INV0067,100033,2022-06-16,1000,92.2503,10.8401,SIP
